10	26058.9
40	25708.6
80	25646.8
340	25636.8
1050	25286.6
1080	24489.3
1110	24394.7
1450	24306
1460	24232.6
1470	24193.9
1550	24064.1
3460	23095.1
3520	22596.4
6240	22456
44830	22339.4
48800	22051.5
83330	21740.8
83340	21448.1
